,name,address,gmap_id,description,latitude,longitude,category,avg_rating,num_of_reviews,price,hours,MISC,status,relative_results,url,state
51,CosmoProf,"CosmoProf, 8354 W 3rd St, Los Angeles, CA 90048",0x80c2b94a371ff755:0x6cb28bbc2648e24d,,34.072706,-118.3719496,['Beauty supply store'],4.6,25,,"[['Wednesday', '8AM–6PM'], ['Thursday', '8AM–6PM'], ['Friday', '8AM–6PM'], ['Saturday', '8AM–4PM'], ['Sunday', '12–4PM'], ['Monday', '8AM–6PM'], ['Tuesday', '8AM–6PM']]","{'Service options': ['Curbside pickup', 'Delivery', 'In-store pickup', 'In-store shopping', 'Same-day delivery'], 'Accessibility': ['Wheelchair accessible entrance'], 'Planning': ['Quick visit'], 'Payments': ['Debit cards', 'NFC mobile payments']}",Closes soon ⋅ 6PM ⋅ Opens 8AM Thu,"['0x80c2bebdaee6875b:0x42df340d09e5f259', '0x80c2b91ffe0ca6bb:0xfbca423955971514', '0x80c2b971ea59e449:0x9efa31051cd5e900', '0x80c2bedf2a944a03:0x2d2139dbd7a4f249']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c2b94a371ff755:0x6cb28bbc2648e24d?authuser=-1&hl=en&gl=us,California
52,Sago Tea Bar ATBP,"Sago Tea Bar ATBP, 452 S Hunt Club Blvd, Apopka, FL 32703",0x88e777fd25db4b75:0xeebed7f0120deec1,,28.6734306,-81.4501902,['Restaurant'],4.9,58,,"[['Monday', '12–9PM'], ['Tuesday', '12–9PM'], ['Wednesday', '12–9PM'], ['Thursday', '12–9PM'], ['Friday', '12–10PM'], ['Saturday', '12–10PM'], ['Sunday', '11AM–8PM']]","{'From the business': ['Identifies as women-led'], 'Service options': ['Outdoor seating', 'Takeout', 'Dine-in'], 'Health & safety': ['Mask required', 'Staff wear masks', 'Staff required to disinfect surfaces between visits'], 'Highlights': ['Great dessert', 'Great tea selection'], 'Popular for': ['Solo dining'], 'Accessibility': ['Wheelchair accessible entrance'], 'Offerings': ['Comfort food', 'Quick bite'], 'Dining options': ['Dessert', 'Seating'], 'Amenities': ['Good for kids'], 'Atmosphere': ['Casual', 'Cozy'], 'Crowd': ['Family-friendly', 'Groups'], 'Payments': ['Debit cards', 'NFC mobile payments']}",Open ⋅ Closes 9PM,,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e777fd25db4b75:0xeebed7f0120deec1?authuser=-1&hl=en&gl=us,Florida
53,Organic nail bar,"Organic nail bar, 5625 Seven Mile Dr # 106, Wildwood, FL 34785",0x88e7dd7223bcd51d:0xfffffcb8157fd0e0,,28.8660011,-82.00992579999999,['Nail salon'],4.3,28,,"[['Thursday', '9AM–7PM'], ['Friday', '9AM–7PM'], ['Saturday', '9AM–7PM'], ['Sunday', '11AM–5PM'], ['Monday', '9AM–7PM'], ['Tuesday', '9AM–7PM'], ['Wednesday', '9AM–7PM']]","{'Accessibility': ['Wheelchair accessible entrance'], 'Planning': ['Appointments recommended'], 'Payments': ['Credit cards']}",Closed ⋅ Opens 9AM Fri,"['0x88e7c2dcc67bb1dd:0x4374a61bfeab7c89', '0x88e7c2c5261365e7:0x6ff33754b09f5114', '0x88e7c318f4017557:0x7ee181eef41d8a63', '0x88e7dcd52cd81f41:0x431ea039de50e6b5', '0x88e7c4eb788ec183:0x212e7b2db276fb73']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e7dd7223bcd51d:0xfffffcb8157fd0e0?authuser=-1&hl=en&gl=us,Florida
54,Made in America Made in Japan,"Made in America Made in Japan, 2668 Sunrise Blvd, Rancho Cordova, CA 95742",0x809add7b53f99213:0xf1b81912a7cdb1ba,,38.6046303,-121.2689968,"['Auto repair shop', 'Auto electrical service', 'Brake shop', 'Mechanic', 'RV repair shop', 'Smog inspection station', 'Transmission shop']",4.1,36,,"[['Friday', '7:30AM–5:30PM'], ['Saturday', 'Closed'], ['Sunday', 'Closed'], ['Monday', '7:30AM–5:30PM'], ['Tuesday', '7:30AM–5:30PM'], ['Wednesday', '7:30AM–5:30PM'], ['Thursday', '7:30AM–5:30PM']]","{'Accessibility': ['Wheelchair accessible entrance'], 'Offerings': ['Oil change'], 'Amenities': ['Mechanic'], 'Planning': ['Appointments recommended']}",Open ⋅ Closes 5:30PM,"['0x809ada39a4d4ad4b:0x4f6cdd67406f354c', '0x809b206dcb80a853:0x9fa78205dffa4e9d', '0x809ae787643c2511:0x2f723b89432b97cc', '0x809add654cee30f5:0x2a77941a5cb795a6', '0x809ad0d61462db85:0xd1b56be9421b4c6a']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x809add7b53f99213:0xf1b81912a7cdb1ba?authuser=-1&hl=en&gl=us,California
55,Slice of Old Sacramento,"Slice of Old Sacramento, 1019 2nd St, Sacramento, CA 95814",0x809ad6cd381c775b:0x8000709954ca2ed7,Pizza slices share the menu with specialty and build-your-own pies at this laid-back pizzeria.,38.5824695,-121.5042179,"['Pizza restaurant', 'Convenience store']",4.3,48,$,"[['Sunday', '11AM–5PM'], ['Monday', '11AM–5PM'], ['Tuesday', '11AM–5PM'], ['Wednesday', '11AM–5PM'], ['Thursday', '11AM–5PM'], ['Friday', '11AM–5PM'], ['Saturday', '11AM–5PM']]","{'Service options': ['Outdoor seating', 'No-contact delivery', 'Delivery', 'Takeout'], 'Health & safety': ['Mask required'], 'Popular for': ['Lunch', 'Dinner', 'Solo dining'], 'Accessibility': ['Wheelchair accessible entrance'], 'Offerings': ['Comfort food', 'Quick bite'], 'Amenities': ['Good for kids'], 'Atmosphere': ['Casual', 'Cozy'], 'Crowd': ['College students', 'Groups', 'Tourists'], 'Payments': ['NFC mobile payments']}",Closes soon ⋅ 5PM ⋅ Opens 11AM Mon,"['0x809ad6cd2586af87:0xe670dc7f32918b3e', '0x809ad6ccdc1fb5e3:0x21b90a10fdcbe652', '0x809ad6cd264b99ef:0x8be1383da00c8ca0', '0x809ad6cd3713a2c9:0xef10de0490c12305']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x809ad6cd381c775b:0x8000709954ca2ed7?authuser=-1&hl=en&gl=us,California
56,Wells Fargo Bank,"Wells Fargo Bank, 9800 San Pablo Ave, El Cerrito, CA 94530",0x808579249ae802bb:0xa6d276855f14b10c,,37.8980242,-122.3010704,"['Bank', 'ATM']",3.6,28,,"[['Sunday', 'Closed'], ['Monday', '9AM–5PM'], ['Tuesday', '9AM–5PM'], ['Wednesday', '9AM–5PM'], ['Thursday', '9AM–5PM'], ['Friday', '9AM–5PM'], ['Saturday', '9AM–12PM']]","{'Accessibility': ['Wheelchair accessible entrance', 'Wheelchair accessible parking lot'], 'Offerings': ['Cash advance']}",Closed ⋅ Opens 9AM Mon,"['0x808579230b93077d:0x90956fcc8c9bdc2f', '0x8085792e282a41c5:0x737bb54e1e084f96', '0x80857e96125878ad:0x66640f3d2f9a5eea', '0x808577ee40efabe3:0x2fb68e40b19b86a3', '0x8085785401707159:0x87082f5e83676d8a']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x808579249ae802bb:0xa6d276855f14b10c?authuser=-1&hl=en&gl=us,California
57,P R Smog,"P R Smog, 119 N D St, Porterville, CA 93257",0x80eab841605a30a3:0xf132083836c9feca,,36.0674971,-119.0186831,['Smog inspection station'],4.3,28,,"[['Sunday', 'Closed'], ['Monday', '8AM–5PM'], ['Tuesday', '8AM–5PM'], ['Wednesday', '8AM–5PM'], ['Thursday', '8AM–5PM'], ['Friday', '8AM–5PM'], ['Saturday', '9AM–3PM']]",{'Accessibility': ['Wheelchair accessible entrance']},Closed ⋅ Opens 8AM Mon,"['0x80eab85b7f68fb69:0xd32bd45ee3f77957', '0x80eab8569ce5467d:0x36df5d0cfb72108d', '0x80eab8433fd3c8a7:0xd28449113838b3bb', '0x80eab86d796490db:0x5fc46121d47461bb', '0x80eac7f377acc2b5:0xa74137089e21e940']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x80eab841605a30a3:0xf132083836c9feca?authuser=-1&hl=en&gl=us,California
58,The Village at Lake Lily Apartments,"The Village at Lake Lily Apartments, 921 S Orlando Ave, Maitland, FL 32751",0x88e771ca15c133b3:0x981e49cb3fd69c7c,,28.6191148,-81.36580649999999,"['Apartment complex', 'Apartment building', 'Apartment rental agency']",4.5,197,,"[['Monday', '9AM–6PM'], ['Tuesday', '9AM–6PM'], ['Wednesday', '9AM–6PM'], ['Thursday', '9AM–6PM'], ['Friday', '9AM–6PM'], ['Saturday', '10AM–5PM'], ['Sunday', '1–5PM']]",{'Accessibility': ['Wheelchair accessible entrance']},Closed ⋅ Opens 9AM,"['0x88e7704ab1cd6e37:0xdc5e06c1b54b3ee6', '0x88e77035f3d3c8b7:0xa508db9a7793c8f9', '0x88e7711c22b11011:0x3cef1afd1cc9a86b', '0x88e77053501ce7b9:0x8ffbff86a513e0ab', '0x88e77121415599ef:0x2cf091af571312b3']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e771ca15c133b3:0x981e49cb3fd69c7c?authuser=-1&hl=en&gl=us,Florida
59,Connection Church,"Connection Church, 700 Generation Point, Kissimmee, FL 34744",0x88dd85eaf68dce7f:0x46ce8342fb01931b,,28.2854352,-81.3601266,"['Church', 'Christian church', 'Non-denominational church']",4.5,18,,,{'Accessibility': ['Wheelchair accessible entrance']},,"['0x88dd84232b2ad11f:0x66c2f1108e616d6b', '0x88dd815e6c988517:0xcdc7a7a5805e7e7', '0x88dd8471dd7e05c3:0x776cac974b0aba4', '0x88dd841ab115da1b:0x9d8aba52a3d076a0']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88dd85eaf68dce7f:0x46ce8342fb01931b?authuser=-1&hl=en&gl=us,Florida
60,West Broward Eyecare Associates,"West Broward Eyecare Associates, 7822 N University Dr, Tamarac, FL 33321",0x88d905a2e72eaa3f:0x9edfe2429c72ba90,,26.2191248,-80.2520971,"['Eye care center', 'Optometrist']",4.9,427,,"[['Monday', '9AM–5PM'], ['Tuesday', '9AM–5PM'], ['Wednesday', '9AM–5PM'], ['Thursday', '9AM–5PM'], ['Friday', '9AM–4PM'], ['Saturday', 'Closed'], ['Sunday', 'Closed']]","{'Accessibility': ['Wheelchair accessible entrance'], 'Planning': ['Appointments recommended']}",Closed ⋅ Opens 9AM,"['0x88d905c188826b5d:0x1e16dd2161be0211', '0x88d901f3ff817523:0x4f1a39b930b2dda5', '0x88d905dac97e1651:0xe2dc6e9bfdf02d81', '0x88d905ddae217f45:0xe021399b2cf38fed', '0x88d905bf852e092b:0x17b41b82e7da7f14']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d905a2e72eaa3f:0x9edfe2429c72ba90?authuser=-1&hl=en&gl=us,Florida
61,Junk King Inland Empire,"Junk King Inland Empire, 10022 6th St Unit K, Rancho Cucamonga, CA 91730",0x80c3352c55434b87:0x82329175350b20a9,,34.085045,-117.587697,"['Garbage collection service', 'Debris removal service', 'Garbage dump service', 'Waste management service']",4.9,228,,"[['Sunday', '6AM–5PM'], ['Monday', '3:30AM–7PM'], ['Tuesday', '3:30AM–7PM'], ['Wednesday', '3:30AM–7PM'], ['Thursday', '3:30AM–7PM'], ['Friday', '3:30AM–7PM'], ['Saturday', '3:30AM–6:30PM']]","{'Service options': ['Online estimates', 'Onsite services'], 'Health & safety': ['Appointment required', 'Mask required', 'Staff wear masks']}",Open ⋅ Closes 5PM,"['0x80c3372f7e1429e1:0x54646a58b1440412', '0x80c33657ea1b6a7f:0x4cb0fb17de63ced7', '0x80dcca122034b8db:0xf6c25ac3f7642167']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c3352c55434b87:0x82329175350b20a9?authuser=-1&hl=en&gl=us,California
62,Ed's Auto Care,"Ed's Auto Care, 5534 Cahuenga Blvd, North Hollywood, CA 91601",0x80c2958e2e14eef9:0x8ee28e4099df1def,,34.1710896,-118.3613946,['Auto repair shop'],4.7,13,,,"{'Accessibility': ['Wheelchair accessible entrance'], 'Offerings': ['Oil change'], 'Amenities': ['Mechanic']}",,"['0x80c2942ea193dd61:0xd80f32ae8903fda3', '0x80c2959109e785cb:0x98d95c7e120d9e9d', '0x80c295f336c67fed:0x5832e28ae6c3b67a', '0x80c2958be0f37093:0x5827e0849a826144', '0x80c295ef0e311ba7:0x54e20bff0e7575b9']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c2958e2e14eef9:0x8ee28e4099df1def?authuser=-1&hl=en&gl=us,California
63,Life Storage,"Life Storage, 9930 S Spencer St, Las Vegas, NV 89183",0x80c8ce6846f520bf:0xc5f5ea8f09cb7450,,36.0091976,-115.1276385,"['Self-storage facility', 'Automobile storage facility', 'Boat storage facility', 'Moving and storage service', 'Moving supply store', 'RV storage facility', 'Storage facility']",4.7,227,,"[['Monday', '9:30AM–6PM'], ['Tuesday', '9:30AM–6PM'], ['Wednesday', '9:30AM–6PM'], ['Thursday', '9:30AM–6PM'], ['Friday', '9:30AM–6PM'], ['Saturday', '9AM–5PM'], ['Sunday', '12–4PM']]",{'Accessibility': ['Wheelchair accessible entrance']},Closed ⋅ Opens 9:30AM,"['0x80c8cfaf553f338d:0x5d2988d9ff63a2ae', '0x80c8ce24c4583e0f:0xe91ed976a2ac87ea', '0x80c8cef452e636d7:0xf3db5c10ad4ef881', '0x80c8cf956104391b:0x2723683b99700c60', '0x80c8d0251ccfe425:0x7ea93bb9c2fc7595']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c8ce6846f520bf:0xc5f5ea8f09cb7450?authuser=-1&hl=en&gl=us,Nevada
64,US Social Security Administration,"US Social Security Administration, 611 W 6th St, Los Angeles, CA 90017",0x80c2c7b722b8173d:0x5af1e42898d7b431,,34.0489371,-118.255358,"['Social security office', 'Department of Social Services', 'Federal government office']",3.8,68,,,{'Accessibility': ['Wheelchair accessible entrance']},,"['0x80c2c53060f62f47:0xf53630412ad0ddbf', '0x80c2c793389e5555:0xbf6a6221e56668ba', '0x80c2b891cf5c74df:0xdfadcc09839a4f9', '0x80c2b7a66d79dc1b:0xb578d8d55235dcb', '0x80c2c35d1c4ceb67:0xa492b3c3f330f05e']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c2c7b722b8173d:0x5af1e42898d7b431?authuser=-1&hl=en&gl=us,California
65,Jade Anchor,"Jade Anchor, 211 N H St, Lompoc, CA 93436",0x80ec1e94d9b5775b:0x99f074a259ef1ba4,,34.6410485,-120.4581196,['Tattoo shop'],4.7,35,,"[['Saturday', '5PM–12AM'], ['Sunday', 'Closed'], ['Monday', '5PM–12AM'], ['Tuesday', '5PM–12AM'], ['Wednesday', '5PM–12AM'], ['Thursday', '5PM–12AM'], ['Friday', '5PM–12AM']]","{'Service options': ['Delivery'], 'Accessibility': ['Wheelchair accessible entrance']}",Closed ⋅ Opens 5PM,"['0x80ec1f96bc969cad:0x3e0e0bf60b17080e', '0x80ec6b809effa5bb:0x4765b18f7ac048da', '0x80ec1fcf7973163b:0x73b97e3198b9f9dc']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x80ec1e94d9b5775b:0x99f074a259ef1ba4?authuser=-1&hl=en&gl=us,California
66,Scientology Volunteer Ministers,"Scientology Volunteer Ministers, 101 N Fort Harrison Ave, Clearwater, FL 33755",0x88c2f0de2f50bbf1:0x3f38f9475f61b63c,,27.9671599,-82.79984259999999,['Religious organization'],3.9,38,,,{'Accessibility': ['Wheelchair accessible entrance']},,"['0x88c2f0de3370a1d7:0x454c1577c305a044', '0x88c2f10cc04a5cdf:0xccc1bbb2e6ba503b', '0x88c2fa03acba3bc1:0x95ddc138d85f46', '0x88c2c45afd845d9b:0xed58d5702a4ac53b']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c2f0de2f50bbf1:0x3f38f9475f61b63c?authuser=-1&hl=en&gl=us,Florida
67,Aztec Bail Bonds,"Aztec Bail Bonds, 235 N Eastern Ave, Las Vegas, NV 89101",0x80c8c35d3e56c9a5:0x47d9137ca966562a,,36.1662059,-115.1167564,['Bail bonds service'],4.2,114,,"[['Tuesday', 'Open 24 hours'], ['Wednesday', 'Open 24 hours'], ['Thursday', 'Open 24 hours'], ['Friday', 'Open 24 hours'], ['Saturday', 'Open 24 hours'], ['Sunday', 'Open 24 hours'], ['Monday', 'Open 24 hours']]",{'Accessibility': ['Wheelchair accessible entrance']},Open 24 hours,"['0x80c8c357fc5ea2ad:0x5e02daeee477e8ec', '0x80c8c32066e7b54b:0x9b64a633374ab919', '0x80c8c39bc9d682f5:0xd03a6e5c0337744a', '0x80c8c39c5a2bee69:0x895655b4fe21f1d4', '0x80c8c3991db5bf2f:0x11bc69579d6a6ed0']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c8c35d3e56c9a5:0x47d9137ca966562a?authuser=-1&hl=en&gl=us,Nevada
68,AT&T Store,"AT&T Store, 12830 Seal Beach Blvd Ste A, Seal Beach, CA 90740",0x80dd2facde9fdeed:0xcf45bca016e1d892,"Retailer providing wireless plans & a range of phones, devices & accessories.",33.7766129,-118.0722218,"['Cell phone store', 'Cell phone accessory store', 'Telecommunications service provider']",4.1,128,$$,"[['Tuesday', '10AM–6PM'], ['Wednesday', '10AM–6PM'], ['Thursday', '10AM–6PM'], ['Friday', '10AM–6PM'], ['Saturday', '10AM–6PM'], ['Sunday', '10AM–6PM'], ['Monday', '10AM–6PM']]","{'Service options': ['Curbside pickup', 'In-store pickup', 'In-store shopping'], 'Health & safety': ['Mask required', 'Staff wear masks', 'Staff required to disinfect surfaces between visits'], 'Accessibility': ['Wheelchair accessible entrance'], 'Payments': ['Debit cards']}",Closed ⋅ Opens 10AM,"['0x80dcb80406521c71:0xafefb4707eadece5', '0x80dd2dc72f9db739:0xa8f72e15b50b7bfe', '0x80dd2fbd48e86131:0x24d3416ddd3df26d', '0x80dd2facbc4570ef:0x1c7e4295d6fd7a']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x80dd2facde9fdeed:0xcf45bca016e1d892?authuser=-1&hl=en&gl=us,California
69,Frankie's Hair Salon Inc,"Frankie's Hair Salon Inc, 116 Carlton St, Wauchula, FL 33873",0x88dce65a0333c4fb:0xa3a5fd505f95af5e,,27.5367389,-81.81085209999999,"['Beauty salon', 'Hair salon']",4.4,18,,,"{'Accessibility': ['Wheelchair accessible entrance'], 'Planning': ['Appointments recommended']}",,"['0x88dce6f7fce42553:0xfe6198ceeb2b9067', '0x88dce6f4627d2e7d:0xcd04f0f04af1f5bf', '0x88dce6f991a31757:0x44546a2135731a8c', '0x88dce6f9a2d75349:0x9614f6bd1673bb4d', '0x88dce65afa8b7ebb:0xd737fc0f1dbffd45']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88dce65a0333c4fb:0xa3a5fd505f95af5e?authuser=-1&hl=en&gl=us,Florida
70,Barracks building 787,"Barracks building 787, San Diego, CA 92118",0x80deacbacfd87449:0x582e1cac8fee4678,,32.6975972,-117.1874985,['Lodging'],3.5,25,,,{'Accessibility': ['Wheelchair accessible entrance']},,"['0x80deadaeacc24d6b:0xb70ba4173f5afd8b', '0x80deac9bc0a5749d:0x346959241f6081ef', '0x80deab2193758277:0x5332dc1ec9041a3', '0x80d954991a5d3efd:0x15af076d70db1732', '0x80d953ace9f0584f:0xfa6d5814756b63df']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x80deacbacfd87449:0x582e1cac8fee4678?authuser=-1&hl=en&gl=us,California
71,Domain Homes,"Domain Homes, 5701 S MacDill Ave, Tampa, FL 33611, United States",0x88c2dcfefee109ff:0x8f112a85eb7664bb,,27.8837678,-82.4942011,"['Home builder', 'Real estate agency']",4.2,85,,"[['Monday', '10AM–6PM'], ['Tuesday', '10AM–6PM'], ['Wednesday', '10AM–6PM'], ['Thursday', '10AM–6PM'], ['Friday', '10AM–6PM'], ['Saturday', '10AM–6PM'], ['Sunday', '12–6PM']]",,Closed ⋅ Opens 10AM,"['0x88c2c33d24d983c9:0x741423286348e9e', '0x88c2c1212a2832ad:0x2c36143a4c45b620', '0x88c2c37068b0beeb:0x6ecac671576d1847', '0x88c2c49dc72bbc09:0xc60f3e66dd25397b', '0x88c2c36d856a529f:0xdfc279cbffea5af2']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c2dcfefee109ff:0x8f112a85eb7664bb?authuser=-1&hl=en&gl=ae,Florida
72,Greenberg Dental & Orthodontics,"Greenberg Dental & Orthodontics, 13361 W Colonial Dr, Winter Garden, FL 34787",0x88e783a004926ba7:0x3e9be2c76a7ab982,,28.5524755,-81.58027109999999,"['Dentist', 'Cosmetic dentist', 'Dental implants periodontist', 'Emergency dental service', 'Endodontist', 'Oral surgeon', 'Orthodontist', 'Pediatric dentist', 'Teeth whitening service']",3.9,243,,"[['Thursday', '7AM–3PM'], ['Friday', '7AM–3PM'], ['Saturday', 'Closed'], ['Sunday', 'Closed'], ['Monday', '7AM–3PM'], ['Tuesday', '7AM–3PM'], ['Wednesday', '7AM–3PM']]","{'Accessibility': ['Wheelchair accessible entrance'], 'Planning': ['Appointments recommended']}",Closed ⋅ Opens 7AM,"['0x88e783eeccd2437b:0x5ee98952404ad4e8', '0x88e78373724f8c45:0x9cc87afa15b184b2', '0x88e783349a8d93f7:0xa33d2f9a1c38b520', '0x88e783ebc08bdb4d:0xab8dd43720cda3f6', '0x88e78399890eb831:0x4a50119b6768a6a9']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e783a004926ba7:0x3e9be2c76a7ab982?authuser=-1&hl=en&gl=us,Florida
73,Lowe's Home Improvement,"Lowe's Home Improvement, 5750 Fruitville Rd, Sarasota, FL 34232",0x88c3475d7fe5eeb7:0xb3b44cc39f36e48,"Home-improvement chain for appliances, gardening supplies, tools & more (some offer truck rentals).",27.3363,-82.4542342,"['Home improvement store', 'Appliance store', 'Building materials supplier', 'Flooring store', 'Furniture store', 'Grill store', 'Hardware store', 'Lawn equipment rental service', 'Outdoor furniture store', 'Rug store']",4.0,1279,$,"[['Thursday', '6AM–9PM'], ['Friday', '6AM–9PM'], ['Saturday', '6AM–9PM'], ['Sunday', '8AM–8PM'], ['Monday', '6AM–9PM'], ['Tuesday', '6AM–9PM'], ['Wednesday', '6AM–9PM']]","{'Service options': ['Curbside pickup', 'Delivery', 'In-store pickup', 'In-store shopping'], 'Health & safety': ['Mask required', 'Staff required to disinfect surfaces between visits', 'Safety dividers at checkout'], 'Accessibility': ['Wheelchair accessible elevator', 'Wheelchair accessible entrance', 'Wheelchair accessible parking lot'], 'Offerings': ['Assembly service', 'Repair services'], 'Planning': ['Quick visit'], 'Payments': ['Checks', 'Debit cards', 'Credit cards']}",Opens soon ⋅ 6AM,"['0x88c346e1234a3fe7:0xb5aa7b3b432a46f7', '0x88c33f63df322bd7:0x998d998b6f1fa3dc', '0x88c346e6d07b254b:0x9bad22003caf81db', '0x88c33f8f5db0f4f5:0xcae5cb59b9af8732', '0x88c34779417bfb0f:0xf259d62787f48624']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c3475d7fe5eeb7:0xb3b44cc39f36e48?authuser=-1&hl=en&gl,Florida
74,bp,"bp, 3990 W New Haven Ave, Melbourne, FL 32904",0x88de0e9daa75f95d:0xf506af8f7605100f,,28.0791657,-80.69088889999999,"['Gas station', 'ATM']",3.5,17,,"[['Sunday', '7AM–9PM'], ['Monday', '6AM–10PM'], ['Tuesday', '6AM–10PM'], ['Wednesday', '6AM–10PM'], ['Thursday', '6AM–10PM'], ['Friday', '6AM–10PM'], ['Saturday', '6AM–10PM']]","{'Accessibility': ['Wheelchair accessible entrance'], 'Amenities': ['Public restroom', 'Restroom']}",Open ⋅ Closes 9PM,"['0x88de0fad375c7ed1:0x40c1f274fe0efa4a', '0x88de0ea0f734a42d:0xae6d3ca7c767b41d', '0x88de0e021ffb3321:0xa963b9c43b4e1792']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88de0e9daa75f95d:0xf506af8f7605100f?authuser=-1&hl=en&gl=us,Florida
75,Smugglers Cove Marina,"Smugglers Cove Marina, 5664 US-98, Panama City, FL 32404",0x889483342f7c4a0d:0x50bc578eeb64eb05,,30.1221819,-85.5923625,"['Marina', 'Boat storage facility']",3.4,45,,,,,"['0x88937f852a338a8f:0x30739686924fb2dd', '0x889381a241ab1d19:0xd9dd438ccf60b34', '0x889385d65eab10b7:0x9a215eec6da0a383', '0x889388c574244ef5:0x28f4ed304dab75a6', '0x889386371d1923e7:0x99df5edf00676e17']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x889483342f7c4a0d:0x50bc578eeb64eb05?authuser=-1&hl=en&gl=us,Florida
76,Board Game Paradise,"Board Game Paradise, 109 E State St Suite A, Redlands, CA 92373",0x80dcab5f0ce6273b:0xdbf0ba1c462e0cc9,,34.0565747,-117.1810763,"['Game store', 'Board game club']",5.0,67,,"[['Tuesday', '11AM–9PM'], ['Wednesday', '11AM–9PM'], ['Thursday', '11AM–9PM'], ['Friday', '11AM–9PM'], ['Saturday', '10AM–10PM'], ['Sunday', '12–8PM'], ['Monday', '11AM–9PM']]","{'From the business': ['Identifies as women-led'], 'Service options': ['Curbside pickup', 'In-store pickup', 'In-store shopping', 'Delivery'], 'Health & safety': ['Mask required', 'Staff wear masks', 'Staff get temperature checks'], 'Accessibility': ['Wheelchair accessible entrance'], 'Planning': ['Quick visit'], 'Payments': ['Debit cards', 'NFC mobile payments', 'Credit cards']}",Closed ⋅ Opens 11AM,,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80dcab5f0ce6273b:0xdbf0ba1c462e0cc9?authuser=-1&hl=en&gl=us,California
77,First In Property Management,"First In Property Management, 6013 Wesley Grove Blvd Suite 102, Wesley Chapel, FL 33544",0x88c2b0b728d2cd47:0x64d98ab8674d184a,,28.2440356,-82.3508014,"['Property management company', 'Real estate agents']",4.1,98,,"[['Monday', '9AM–5PM'], ['Tuesday', '9AM–5PM'], ['Wednesday', '9AM–5PM'], ['Thursday', '9AM–5PM'], ['Friday', '9AM–5PM'], ['Saturday', 'Closed'], ['Sunday', 'Closed']]",,Closed ⋅ Opens 9AM,"['0x88c2b043a960eedd:0x1626dcb358474212', '0x88c2b0d234e294b7:0xb7235eafd3c28fcd', '0x88c2b72fa979b623:0x451facc12a8b1316', '0x88c2b2c3f1f175cd:0xfbd84ea06272e319', '0x88dd5299838c58ef:0xd724a4354a4bfc8f']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c2b0b728d2cd47:0x64d98ab8674d184a?authuser=-1&hl=en&gl=us,Florida
78,Subway,"Subway, 10502 Stringfellow Rd, Bokeelia, FL 33922",0x88db498ffa2a4b83:0x225fdec26a4ec8fb,"Casual counter-serve chain for build-your-own sandwiches & salads, with health-conscious options.",26.6134104,-82.117616,"['Sandwich shop', 'Caterer', 'Fast food restaurant', 'Takeout Restaurant', 'Restaurant']",3.7,58,$,"[['Sunday', 'Closed'], ['Monday', 'Closed'], ['Tuesday', 'Closed'], ['Wednesday', 'Closed'], ['Thursday', 'Closed'], ['Friday', 'Closed'], ['Saturday', 'Closed']]","{'Service options': ['Takeout', 'Dine-in', 'Delivery'], 'Accessibility': ['Wheelchair accessible parking lot', 'Wheelchair accessible restroom', 'Wheelchair accessible seating'], 'Dining options': ['Lunch'], 'Payments': ['Debit cards', 'NFC mobile payments']}",Temporarily closed,"['0x88db4992e5d54fe5:0xacaf4dcdd571ad45', '0x88db4992e54ed83d:0xb50a3bd375036425', '0x88db498545462727:0x1a07dd58c092bf73']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88db498ffa2a4b83:0x225fdec26a4ec8fb?authuser=-1&hl=en&gl=us,Florida
